time,open,high,low,close,volume
2020-03-09 13:00:00,68.0857496753,68.5814478673,67.3730540509,67.7824119758,27473364
2020-03-09 14:00:00,67.7789593515,68.1523359996,66.6849707049,66.7838637273,24422232
2020-03-09 15:00:00,66.7934817519,67.0548947288,66.0733629854,66.6183103958,33057756
2020-03-09 16:00:00,66.6356475017,67.523465159,65.5678001528,65.6220556763,52694672
2020-03-09 17:00:00,65.8045515281,66.2287310755,65.3828381409,65.4740860667,3335988
2020-03-09 18:00:00,65.4790183871,65.6417849576,64.8600121871,65.229936211,666652
2020-03-09 19:00:00,65.229936211,66.4630162906,64.657787054,66.4013622866,669104
2020-03-09 20:00:00,66.4013622866,67.5308636395,66.4013622866,67.4988035574,1336768
2020-03-10 05:00:00,67.9180507845,68.8058684418,67.6763670889,68.8058684418,153460
2020-03-10 06:00:00,68.8108007621,69.5235210482,68.7491467582,69.0648152585,237416
2020-03-10 07:00:00,69.1363339032,69.2843035127,68.8502593247,69.1782586259,190044
2020-03-10 08:00:00,69.2448449502,69.2867696729,68.5074630626,68.6603649924,779440
2020-03-10 09:00:00,68.6825604339,69.2251156689,67.7577503742,68.2805763279,2182052
2020-03-10 10:00:00,68.2386516052,69.1412662235,67.7996750969,68.8552409682,36970872
2020-03-10 11:00:00,68.8527254849,69.5037917669,67.8070735773,67.8629567666,44950128
2020-03-10 12:00:00,67.8563967805,68.4137243149,66.4309562085,67.2447890611,45761284
2020-03-10 13:00:00,67.2546537017,68.647886222,67.2521875415,68.0835054696,32614532
2020-03-10 14:00:00,68.0734188745,68.6307710705,67.3878263503,67.599916124,22707672
2020-03-10 15:00:00,67.5949838037,68.8452776812,67.1609396156,68.6195253802,25951860
2020-03-10 16:00:00,68.6332372307,70.6406916003,68.5345908243,70.4557295883,51035792
2020-03-10 17:00:00,70.3866771039,70.4335341469,69.9748283573,70.1153994864,7263976
2020-03-10 18:00:00,70.1573242091,70.3694139828,69.7109492203,69.7676709039,547620
2020-03-10 19:00:00,69.7824678649,70.3694139828,68.9661688522,69.1412662235,432144
2020-03-10 20:00:00,69.1264692625,69.2695065518,68.5839140275,68.9291764498,317176
2020-03-11 05:00:00,68.62337259,69.0524844577,68.0166971909,69.0006950944,123600
2020-03-11 06:00:00,68.8601239653,68.9291764498,68.4532075391,68.5592524259,63260
2020-03-11 07:00:00,68.5345908243,68.7442144378,68.2805763279,68.544455465,99928
2020-03-11 08:00:00,68.5592524259,68.855191645,67.9427123861,68.4359444179,592012
2020-03-11 09:00:00,68.7565452386,68.879705277,67.9476447064,68.0314941518,931636
2020-03-11 10:00:00,68.1021496404,68.8628120799,67.9620717434,68.421147457,31485252
2020-03-11 11:00:00,68.4112828164,68.8921840474,67.7577503742,68.1523359996,32272724
2020-03-11 12:00:00,68.1597344801,68.4877337813,67.8342013391,68.297839449,26057588
2020-03-11 13:00:00,68.3225010506,69.3533559972,67.9784717084,68.1622006403,32155088
2020-03-11 14:00:00,68.1609675602,68.3865965532,67.6812994092,68.1558872703,25676860
2020-03-11 15:00:00,68.1523359996,68.5518539454,67.599916124,68.033960312,28373196
2020-03-11 16:00:00,68.0314941518,68.6406357112,67.0450300882,67.8933891829,56037012
2020-03-11 17:00:00,67.925449265,68.406350496,67.7577503742,68.1917945622,3125616
2020-03-11 18:00:00,68.1942607223,68.2386516052,67.7207579718,67.7478857335,1190900
2020-03-11 19:00:00,67.8194043781,68.6480341916,67.7898104562,68.5247261837,3154752
2020-03-11 20:00:00,68.5345908243,68.5345908243,67.7602165343,67.9180507845,432796
2020-03-12 05:00:00,65.0573049998,65.2891240548,64.176885823,64.3914417568,411540
2020-03-12 06:00:00,64.3914417568,64.4703588819,63.9993222915,64.2434721473,263992
2020-03-12 07:00:00,64.1867504636,64.4900881632,64.1176979792,64.4900881632,167436
2020-03-12 08:00:00,64.517215925,64.8575460269,63.4049776932,63.4543008964,1585964
2020-03-12 09:00:00,63.4789624979,64.548042927,62.8870840597,63.1534293569,2771432
2020-03-12 10:00:00,63.232346482,63.8340895609,61.7477180662,63.8069617991,46969564
2020-03-12 11:00:00,63.8020294788,64.7120425775,62.519626196,63.9721945298,65585884
2020-03-12 12:00:00,63.9771268501,63.9894576509,61.9006199961,62.3013710219,44253408
2020-03-12 13:00:00,62.2952056215,64.1497580612,61.5380944526,63.6022705059,53308832
2020-03-12 14:00:00,63.6092990624,66.5863242985,62.8994148605,63.945066768,61264724
2020-03-12 15:00:00,63.9376682876,64.0831717369,62.3371303442,62.5714155594,42548544
2020-03-12 16:00:00,62.5763478797,63.6392629083,61.1607719483,61.1607719483,67327256
2020-03-12 17:00:00,61.202696671,62.0054564644,60.0016766735,60.0509998766,4114824
2020-03-12 18:00:00,60.0509998766,61.217493632,58.6452885859,59.1459190982,5409192
2020-03-12 19:00:00,59.1878438209,60.1619770838,58.7932581955,59.7649252982,1424064
2020-03-12 20:00:00,59.6835420129,59.8290454623,58.0805379094,58.3616801676,890108
2020-03-13 05:00:00,62.9117456613,64.5369452062,62.6404680438,62.9388734231,318768
2020-03-13 06:00:00,63.030121349,63.8242249202,62.7144528486,63.8217587601,123272
2020-03-13 07:00:00,63.7502401155,64.4284341592,63.6269321075,64.1275626198,414424
2020-03-13 08:00:00,64.1250964597,65.106628203,63.6269321075,65.0079817967,1801992
2020-03-13 09:00:00,63.9352021274,66.2632573177,63.6269321075,65.9056640946,3687956
2020-03-13 10:00:00,65.895799454,65.9697842587,62.4998969147,63.9943899712,59724860
2020-03-13 11:00:00,63.9820591704,65.3532442189,63.3803160916,63.4049776932,53543700
2020-03-13 12:00:00,63.4000453728,64.4382987999,62.3815212271,63.4668783132,42821160
2020-03-13 13:00:00,63.4666316971,64.8698768277,62.8503382734,64.0313823736,35899852
2020-03-13 14:00:00,64.0345390586,65.106628203,63.7625709163,64.6923132963,30459680
2020-03-13 15:00:00,64.6960125365,64.7307853948,63.1731586382,63.9400604629,31003924
2020-03-13 16:00:00,63.9228713266,69.0327551765,62.7292498095,68.5740493869,75751500
2020-03-13 17:00:00,68.5518539454,68.5592524259,67.4815404363,67.7577503742,7469872
2020-03-13 18:00:00,67.7577503742,68.5518539454,67.6714347686,67.7996750969,4331176
2020-03-13 19:00:00,67.8070735773,68.1523359996,67.3261723463,67.5604575614,558208
2020-03-13 20:00:00,67.5481267606,67.6171792451,67.2151951391,67.4494803543,402680
2020-03-16 05:00:00,62.3149349028,63.2076848804,60.6946676782,60.7168631196,425576
2020-03-16 06:00:00,60.8672988893,61.4073879642,60.583690471,61.1854335499,279220
2020-03-16 07:00:00,61.0917194638,61.3087415578,60.2754204511,60.428322381,432284
2020-03-16 08:00:00,60.4455855021,61.2347567531,59.994278193,60.0657968376,1618608
2020-03-16 09:00:00,60.4209239005,61.1188472256,58.8228521174,59.2938887078,3523052
2020-03-16 10:00:00,59.2716932663,62.5122030539,59.0793327739,61.5861845758,41198168
2020-03-16 11:00:00,61.5849514957,63.4395039354,61.1925114295,62.7489790908,58965760
2020-03-16 12:00:00,62.7292498095,63.8932774047,62.5319569968,63.7033830724,38292148
2020-03-16 13:00:00,63.7009169123,63.728044674,62.3124687426,62.5183931159,24409056
2020-03-16 14:00:00,62.5233254363,63.2520757633,61.8180036307,61.9180310868,23718072
2020-03-16 15:00:00,61.9080184765,62.8870840597,61.5528914136,62.3691904263,40068944
2020-03-16 16:00:00,62.3468716769,62.9462719036,59.1878438209,59.5503693643,64325932
2020-03-16 17:00:00,59.5528355245,60.938817534,59.3481442313,60.583690471,5021472
2020-03-16 18:00:00,60.5713596702,60.5713596702,60.0090751539,60.5195703069,727708
2020-03-16 19:00:00,60.4949087053,61.1361103467,60.0781276384,60.9881407371,2257900
2020-03-16 20:00:00,60.9659452957,61.6540039801,60.9634791356,61.6540039801,543020
2020-03-17 05:00:00,62.4924984343,63.8242249202,61.1731027491,61.2840799563,439488
2020-03-17 06:00:00,61.3876586829,61.7773119881,59.8191808217,60.7513893619,212908
2020-03-17 07:00:00,60.5688935101,62.208890016,60.551630389,62.1595668128,230756
2020-03-17 08:00:00,61.9277477578,62.208890016,60.6700060766,60.7563216822,867880
2020-03-17 09:00:00,61.6688256027,62.085582008,60.6675399164,61.3087415578,1156088
2020-03-17 10:00:00,61.3062753977,61.528229812,58.9387616448,59.281557907,47591608
2020-03-17 11:00:00,59.3012871883,61.9696724805,58.7932581955,61.7329211052,59415512
2020-03-17 12:00:00,61.7252266855,62.8254300558,61.326004679,62.7563775713,43713820
2020-03-17 13:00:00,62.7465129307,63.5307518613,61.5578483955,62.2923695373,40089932
2020-03-17 14:00:00,62.3149349028,62.6651296454,61.1755689092,62.4456413912,25769480
2020-03-17 15:00:00,62.4407090709,63.4814039965,61.8044644114,62.4234459498,31279196
2020-03-17 16:00:00,62.4234459498,63.2693388844,61.217493632,62.3568596255,52676108
2020-03-17 17:00:00,62.3593257857,62.3593257857,61.5306959722,61.5306959722,2223748
2020-03-17 18:00:00,61.4998689702,62.3593257857,61.3432678001,61.3432678001,609580
2020-03-17 19:00:00,62.3593257857,62.3593257857,61.1311780264,61.2668168351,214596
2020-03-17 20:00:00,61.2347567531,61.2347567531,60.1743078846,60.1743078846,375200
2020-03-18 05:00:00,59.1163251763,59.3358134305,58.7069425899,59.1829115006,226504
2020-03-18 06:00:00,59.0891974146,59.1138590162,58.6946117891,58.817919797,137192
2020-03-18 07:00:00,58.8672430002,58.8721753205,58.2013797572,58.3246877652,238612
2020-03-18 08:00:00,58.3246877652,59.0275434106,58.2630337612,59.002881809,1171760
2020-03-18 09:00:00,58.4479957732,59.6731101555,58.3024923238,59.3012871883,2371988
2020-03-18 10:00:00,59.3111271673,60.768652483,58.9926225827,60.3518714161,39555572
2020-03-18 11:00:00,60.334608295,61.1607719483,60.1077215603,60.5072395061,35763868
2020-03-18 12:00:00,60.5023071858,60.8648327292,60.0016766735,60.6872691977,33248004
2020-03-18 13:00:00,60.6749383969,60.7883817643,59.6810758528,59.7057374544,28721080
2020-03-18 14:00:00,59.2519639851,59.9893458727,58.6946117891,59.4492567978,36875008
2020-03-18 15:00:00,59.4788507197,59.6810758528,58.4775896951,59.668745052,37616772
2020-03-18 16:00:00,59.668745052,61.6540039801,58.8746414807,61.4073879642,60431752
2020-03-18 17:00:00,61.5726206949,61.6540039801,60.4825779045,60.9116897722,5980876
2020-03-18 18:00:00,60.9215544128,61.0128023387,60.7168631196,60.938817534,273508
2020-03-18 19:00:00,60.9486821746,61.6540039801,60.1743078846,61.4690419682,632784
2020-03-18 20:00:00,61.3186061985,62.6404680438,61.2840799563,62.5788140398,913756
2020-03-19 05:00:00,60.6650737563,61.9006199961,60.3222774942,61.6540039801,128792
2020-03-19 06:00:00,61.6490716598,61.7255226247,60.753855522,60.753855522,31544
2020-03-19 07:00:00,60.5614950296,60.7489232017,60.2088341268,60.4307885412,80568
2020-03-19 08:00:00,60.6009535922,61.0769225029,59.9400226695,60.0781276384,470500
2020-03-19 09:00:00,60.5787581507,60.9092236121,59.5577678448,60.5476105479,1033560
2020-03-19 10:00:00,60.6157505531,61.7575827068,59.8315116225,61.6946956228,34927168
2020-03-19 11:00:00,61.6909963825,62.3543934653,59.9202933882,60.334608295,49899504
2020-03-19 12:00:00,60.3592698965,61.962274,60.3124128535,60.9536144949,37477068
2020-03-19 13:00:00,60.9437498543,61.4616434877,60.4702471037,61.0559601415,29836372
2020-03-19 14:00:00,61.0645917021,61.809939287,60.9289528933,61.4937035698,23194800
2020-03-19 15:00:00,61.5085005307,62.1027958059,61.1805012296,61.5577004259,26125536
2020-03-19 16:00:00,61.543026773,61.6811317419,60.0929245994,60.366668377,43091136
2020-03-19 17:00:00,60.366668377,60.4480516623,60.0534660368,60.272954291,3437420
2020-03-19 18:00:00,60.272954291,60.4184577404,60.1989694862,60.3222774942,322704
2020-03-19 19:00:00,60.3222774942,60.5392995882,60.1743078846,60.2359618886,421076
2020-03-19 20:00:00,60.2976158926,60.3592698965,59.9844135524,59.9893458727,280264
2020-03-20 05:00:00,62.6651296454,63.7255785139,62.3938520279,63.4789624979,308308
2020-03-20 06:00:00,63.4789624979,63.7502401155,63.3778499314,63.7009169123,143300
2020-03-20 07:00:00,63.6639245099,63.7675032366,63.0227228685,63.0868430326,205084
2020-03-20 08:00:00,63.0819107123,63.1337000757,61.6540039801,62.1423036917,1313308
2020-03-20 09:00:00,62.8106330948,62.8106330948,60.366668377,61.2125613116,1826760
2020-03-20 10:00:00,61.1731520723,61.8340336718,60.706998479,61.2544860343,48683668
2020-03-20 11:00:00,61.249553714,62.1053112893,61.1829673897,62.0535219259,38793024
2020-03-20 12:00:00,62.0559880861,62.0905143283,61.1681704288,61.2988769172,33994620
2020-03-20 13:00:00,61.2840799563,61.4151563687,60.25815733,61.0818548232,31911092
2020-03-20 14:00:00,61.0823233936,61.575086855,60.7439908814,60.9412836941,25301088
2020-03-20 15:00:00,60.9412836941,61.1854335499,59.4196628759,59.5725648058,35150044
2020-03-20 16:00:00,59.5725648058,59.9400226695,56.2284516299,56.4109474817,103289296
2020-03-20 17:00:00,56.4232782825,56.7068867008,56.2753086729,56.5465862904,16066288
2020-03-20 18:00:00,56.586044853,56.6476988569,56.3517596378,56.4750676458,593688
2020-03-20 19:00:00,56.4504060442,56.5145262083,56.3517596378,56.3764212394,256380
2020-03-20 20:00:00,56.3764212394,56.5120600482,56.2284516299,56.2284516299,441036
2020-03-23 05:00:00,55.4590096602,55.4590096602,54.6205152061,54.9337175463,257392
2020-03-23 06:00:00,54.9953715503,55.6119115901,54.9460483471,55.3406339726,157920
2020-03-23 07:00:00,55.2789799686,55.981835614,55.2789799686,55.981835614,122884
2020-03-23 08:00:00,55.9744371335,55.9744371335,54.8720635423,54.9953715503,1052208
2020-03-23 09:00:00,55.61067851,58.7192733907,54.8769958626,57.7772002099,4683164
2020-03-23 10:00:00,57.7599370887,58.0780717493,53.7622914707,55.2789799686,52934392
2020-03-23 11:00:00,55.2900776893,55.409686457,53.9102610802,54.0195859601,45838308
2020-03-23 12:00:00,54.0385014085,54.5810566435,52.4330311449,53.4589537711,50164288
2020-03-23 13:00:00,53.44169065,55.5971146291,53.0421727042,55.4269495781,44410568
2020-03-23 14:00:00,55.4405874438,56.0064972156,54.2703451251,54.5687258427,36529056
2020-03-23 15:00:00,54.5711920029,55.9863486871,53.8116146739,54.2370273013,26637552
2020-03-23 16:00:00,54.2456588619,56.0161152402,53.5206077751,55.1014164371,49366808
2020-03-23 17:00:00,55.3332354921,55.4614758204,54.8745297025,55.1186795582,5371524
2020-03-23 18:00:00,55.2173259646,55.7278211176,55.0866194762,55.6612347933,299144
2020-03-23 19:00:00,55.6637009534,56.1791284267,55.626708551,56.0311588171,680996
2020-03-23 20:00:00,56.0854143406,56.6723604585,56.0188280163,56.2284516299,692316
2020-03-24 05:00:00,57.4664640298,58.0410793469,57.1409308888,57.5922381979,228864
2020-03-24 06:00:00,57.7032154051,58.1717858353,57.6588245222,58.1717858353,110268
2020-03-24 07:00:00,58.2013797572,58.6946117891,58.2013797572,58.3246877652,229540
2020-03-24 08:00:00,58.3246877652,58.4085372106,57.0916076856,57.5799073971,1466888
2020-03-24 09:00:00,58.2457706401,58.2457706401,57.0250213613,57.9054405381,2019372
2020-03-24 10:00:00,57.8807789365,58.662551707,57.7451401278,58.3311737664,38472640
2020-03-24 11:00:00,58.3246877652,60.0362029157,58.1298611126,59.4838077016,49519896
2020-03-24 12:00:00,59.48378304,59.7673914583,58.9535586058,59.7537289311,30373744
2020-03-24 13:00:00,59.7501283372,59.94742115,59.2174377428,59.2445655046,26369900
2020-03-24 14:00:00,59.2494978249,59.5405047237,58.7291380313,58.8277844377,23774676
2020-03-24 15:00:00,58.832716758,59.9276918687,58.3345770674,59.9005641069,28682260
2020-03-24 16:00:00,59.8980979468,61.0843209834,59.7057374544,60.8845620105,56899152
2020-03-24 17:00:00,60.8820958503,61.1607719483,59.3800563437,60.9671783758,4186792
2020-03-24 18:00:00,60.9782760965,61.0843209834,60.6700060766,61.0843209834,578140
2020-03-24 19:00:00,61.0843209834,61.4073879642,60.7908479244,61.2840799563,513228
2020-03-24 20:00:00,61.2717491555,61.3334031594,60.3592698965,60.6675399164,620600
2020-03-25 05:00:00,62.8870840597,63.5036240995,62.1546344925,63.3803160916,309096
2020-03-25 06:00:00,63.3753837713,64.0955025377,63.1534293569,63.3137297673,180604
2020-03-25 07:00:00,63.417308494,63.417308494,60.9906068973,60.9906068973,447144
2020-03-25 08:00:00,61.2224259523,62.023928004,60.8031787252,61.2618845148,1454128
2020-03-25 09:00:00,61.636740859,62.023928004,60.7908479244,61.9006199961,2063216
2020-03-25 10:00:00,61.9820032813,63.6885861115,61.6046807769,61.8685352524,49227436
2020-03-25 11:00:00,61.8192367108,61.8291013514,60.2482926894,61.7625150271,43954544
2020-03-25 12:00:00,61.7797781483,62.8870840597,61.7501842263,62.4407090709,35401840
2020-03-25 13:00:00,62.4629045124,63.076978392,62.4012505084,62.6330695633,29725500
2020-03-25 14:00:00,62.6381745149,63.4543008964,62.5862125203,62.9733996653,27742272
2020-03-25 15:00:00,62.9869635462,63.138632396,62.315107534,62.8673547785,25676832
2020-03-25 16:00:00,62.8794636248,63.417308494,60.2482926894,60.5356003479,58512540
2020-03-25 17:00:00,60.5491642288,60.8525019284,60.2606234902,60.7439908814,10012236
2020-03-25 18:00:00,60.7291939204,60.9634791356,60.6182167133,60.9141559324,397624
2020-03-25 19:00:00,60.9141559324,61.2273582726,60.8253741666,61.1114487451,404904
2020-03-25 20:00:00,61.1065164248,61.155839628,60.6231490336,61.0423962606,364784
2020-03-26 05:00:00,59.9770150719,60.1743078846,59.6810758528,60.0016766735,123176
2020-03-26 06:00:00,60.1743078846,60.305014373,59.9276918687,60.1545786033,20768
2020-03-26 07:00:00,60.2039018065,60.6182167133,60.1989694862,60.2433603691,67720
2020-03-26 08:00:00,60.1817063651,60.5688935101,59.8043838607,59.8512409038,673468
2020-03-26 09:00:00,59.8068500209,60.7415247212,59.2864902273,60.6700060766,2441300
2020-03-26 10:00:00,60.6675399164,62.194093055,60.4236613383,61.3555986009,34052864
2020-03-26 11:00:00,61.358064761,62.3001379418,61.0103361786,61.8831595821,39152888
2020-03-26 12:00:00,61.8636275937,62.8072297938,61.6318085387,62.5862125203,27455040
2020-03-26 13:00:00,62.5985433211,62.8870840597,62.3519273052,62.6873250868,20901808
2020-03-26 14:00:00,62.6947235673,62.8698209386,61.6934625427,62.132439051,21924604
2020-03-26 15:00:00,62.1299728909,62.7280167295,62.0757173674,62.3846285889,23188124
2020-03-26 16:00:00,62.3765889068,63.7946309983,61.7995074295,63.7453077951,50555116
2020-03-26 17:00:00,63.6565260294,63.7453077951,62.3438136383,63.5036240995,9622088
2020-03-26 18:00:00,63.5208872207,63.7354431545,63.3112636071,63.6170674669,934728
2020-03-26 19:00:00,63.5850073848,63.6762553107,63.2570080836,63.2570080836,354700
2020-03-26 20:00:00,63.2816696852,63.8735481234,63.185489439,63.8562850023,315236
2020-03-27 05:00:00,62.7489790908,62.9364072629,62.5171600359,62.5171600359,56816
2020-03-27 06:00:00,62.4431752311,62.6404680438,62.147236012,62.147236012,86024
2020-03-27 07:00:00,62.147236012,62.4703029928,61.9746048008,61.9746048008,113312
2020-03-27 08:00:00,62.085582008,62.751445251,61.9795371211,62.2212208167,914888
2020-03-27 09:00:00,62.5911695022,62.7267836494,61.9746048008,62.1497021721,1173108
2020-03-27 10:00:00,62.147236012,62.4777014733,61.2544860343,61.8669815715,29727532
2020-03-27 11:00:00,61.8734922343,61.9474770391,61.3309369993,61.5800191754,23688012
2020-03-27 12:00:00,61.5849514957,62.1768299339,61.5849514957,61.6540039801,19322348
2020-03-27 13:00:00,61.65153782,62.0115972032,61.4073879642,61.909843435,17659736
2020-03-27 14:00:00,61.9277477578,62.798302294,61.7649811873,62.4850999538,23561328
2020-03-27 15:00:00,62.4900322741,62.6306034032,62.0781835275,62.5714155594,17506540
2020-03-27 16:00:00,62.5674450415,63.1016399936,60.9264867332,61.0670578622,49175692
