date,low,high,open,close,volume
2020-01-01 00:00:00,128.70614347,129.10564645,129.10564645,128.72048205,72958.14228699
2020-01-01 00:30:00,128.64414855,128.95849034,128.78248601,128.86208625,33616.90811241
2020-01-01 01:00:00,128.83183305,130.52995252,128.85458626,130.23945124,109906.548579
2020-01-01 01:30:00,129.9393932,130.58557577,130.22447339,130.49093413,111980.95540781
2020-01-01 02:00:00,130.31464616,130.95472856,130.679138,130.82145175,66134.28177257
2020-01-01 02:30:00,130.65158628,130.97630095,130.82145159,130.870216,56583.69990646
2020-01-01 03:00:00,130.11948267,130.90396019,130.87021601,130.46109117,59133.83783778
2020-01-01 03:30:00,129.96310153,130.48141026,130.44077215,130.14854885,62094.54618815
2020-01-01 04:00:00,130.14854885,130.40494357,130.14854885,130.23204093,74197.82058558
2020-01-01 04:30:00,130.11755192,130.75446152,130.22748274,130.25711649,78742.26021987
2020-01-01 05:00:00,130.1175519,130.38785494,130.18733385,130.3407749,74580.77672473
2020-01-01 05:30:00,130.23142593,130.43674183,130.3266956,130.27022465,53757.20772944
2020-01-01 06:00:00,130.26828818,130.75806716,130.27037466,130.71320413,76478.18552874
2020-01-01 06:30:00,130.28712614,130.75806715,130.73563565,130.3477242,51213.20149376
2020-01-01 07:00:00,130.32776058,130.65931885,130.34772423,130.60700209,68096.01028684
2020-01-01 07:30:00,130.119078,130.64581443,130.59053538,130.22905346,96571.3685972
2020-01-01 08:00:00,129.89111368,130.24819992,130.22905345,130.05787156,65949.63970684
2020-01-01 08:30:00,129.91103716,130.36097436,129.98347044,130.31347085,66367.99267675
2020-01-01 09:00:00,130.26005477,130.61378622,130.36097436,130.36708349,45658.2420164
2020-01-01 09:30:00,130.18796627,130.47553306,130.37601643,130.22902499,46669.49963159
2020-01-01 10:00:00,130.12051525,130.62289544,130.12051525,130.58846884,49876.55265343
2020-01-01 10:30:00,130.44788811,130.78371272,130.57675801,130.68915187,46003.58972621
2020-01-01 11:00:00,130.6251801,131.78748352,130.64154457,131.7491649,63334.65537561
2020-01-01 11:30:00,130.66563512,131.76867792,131.68990856,130.7555897,62644.19042307
2020-01-01 12:00:00,130.77588223,131.33392285,130.77588223,131.01417727,55485.69890146
2020-01-01 12:30:00,130.94214282,131.6268882,131.02468332,131.6030019,45557.20507765
2020-01-01 13:00:00,131.28000002,131.8746,131.57478749,131.43405618,64002.73892443
2020-01-01 13:30:00,131.32185355,131.77935324,131.492452,131.6437743,79688.92267551
2020-01-01 14:00:00,131.29122374,132.2365789,131.67088819,132.12523067,56163.49502287
2020-01-01 14:30:00,131.78746812,132.39538654,132.14585382,131.92425391,61271.73248308
2020-01-01 15:00:00,131.58081491,132.17925189,131.91784218,131.70830974,97677.95362351
2020-01-01 15:30:00,131.70386987,132.41846083,131.72921746,132.02185696,119229.12854224
2020-01-01 16:00:00,131.74776308,132.38730572,132.01988368,132.10567406,139855.50487829
2020-01-01 16:30:00,132.03418505,132.938157,132.07594062,132.84030762,134835.7602428
2020-01-01 17:00:00,132.39480471,132.97811842,132.86725894,132.64842931,222946.93363029
2020-01-01 17:30:00,132.24961663,132.70740403,132.66808763,132.32238519,143592.22288433
2020-01-01 18:00:00,131.90204224,132.45701542,132.32896182,131.91478298,272596.63223931
2020-01-01 18:30:00,131.52000027,132.137871,131.78361715,132.05174685,211950.41541767
2020-01-01 19:00:00,131.59632192,132.02567211,131.99381117,131.79626067,208877.97187264
2020-01-01 19:30:00,131.73889391,132.16292451,131.79626067,131.83896572,157299.5956658
2020-01-01 20:00:00,131.68469596,132.22114869,131.83896572,132.14549014,140709.81147858
2020-01-01 20:30:00,131.86402934,132.22085004,132.1714661,132.1491307,151281.64681609
2020-01-01 21:00:00,131.96696516,132.32590238,132.17637638,132.08423496,116461.49260973
2020-01-01 21:30:00,131.57638859,132.18406711,132.08423496,131.83903235,122432.27191045
2020-01-01 22:00:00,130.13980037,131.78692643,131.78692643,130.46739346,149345.12623951
2020-01-01 22:30:00,129.90659939,130.52921977,130.45161081,130.29711371,127700.45592169
2020-01-01 23:00:00,129.7813599,130.5260599,130.25103533,130.48613069,68732.73986787
2020-01-01 23:30:00,130.20917477,131.06953024,130.48613069,130.66821479,45323.61681703
2020-01-02 00:00:00,130.24913814,130.77868822,130.64244028,130.35882751,75373.58363407
2020-01-02 00:30:00,130.34762763,130.74007011,130.34762766,130.52094877,62343.93106204
2020-01-02 01:00:00,130.35746323,130.63959994,130.63959994,130.40239286,74573.41525684
2020-01-02 01:30:00,130.12041306,130.43428215,130.41551513,130.20416072,58061.42213659
2020-01-02 02:00:00,129.0,130.21002674,130.21002674,129.28033367,59423.50801816
2020-01-02 02:30:00,128.94863602,129.76836056,129.31300142,129.66493668,76877.06444415
2020-01-02 03:00:00,129.16218767,129.66493682,129.66493682,129.34293619,69171.15043963
2020-01-02 03:30:00,128.78246006,129.3574601,129.34293654,129.14859464,32445.68506408
2020-01-02 04:00:00,128.68643331,129.8337543,129.03324279,129.49775952,121646.90878797
2020-01-02 04:30:00,129.43453128,129.84178243,129.62573255,129.66394569,107243.48512298
2020-01-02 05:00:00,129.32000003,129.73640872,129.65065134,129.42867432,78421.60459995
2020-01-02 05:30:00,129.31594984,129.72084662,129.38214584,129.55447653,92661.78264036
2020-01-02 06:00:00,129.50053168,129.86730164,129.60652869,129.86730164,28844.48082029
2020-01-02 06:30:00,129.18000048,130.04609309,129.82685702,129.45999998,40653.90044699
2020-01-02 07:00:00,129.1405262,129.61865771,129.45999974,129.1405262,21583.8182872
2020-01-02 07:30:00,128.97804415,129.61999999,129.12,129.26690751,5298.19175961
2020-01-02 08:00:00,129.48154273,129.98999984,129.48154273,129.7157879,3578.9994799
2020-01-02 08:30:00,129.7157879,130.17720676,129.7157879,130.17720676,2639.20648254
2020-01-02 09:00:00,129.55190052,130.25,130.25,129.55190053,2376.61390126
2020-01-02 09:30:00,129.60000079,129.96874825,129.60000079,129.96874825,721.11696034
2020-01-02 10:00:00,129.81557255,130.27280185,129.93999999,130.12054147,58912.57579689
2020-01-02 10:30:00,129.68004061,130.24808269,130.12054147,129.75872205,107788.03230734
2020-01-02 11:00:00,129.47919323,129.9272493,129.71532961,129.53308648,93416.63732802
2020-01-02 11:30:00,129.44919171,129.73660943,129.53308648,129.6146798,93937.21303272
2020-01-02 12:00:00,129.54082571,130.01308757,129.54082571,129.70990785,113263.87865792
2020-01-02 12:30:00,129.55202459,129.99881746,129.75437457,129.99881746,61057.80704056
2020-01-02 13:00:00,129.81400329,130.02748858,129.97647566,129.8440186,61073.2842343
2020-01-02 13:30:00,128.94382063,129.8120094,129.8120094,129.35706089,183905.18014737
2020-01-02 14:00:00,129.2212031,129.61664704,129.32783751,129.39166797,126056.08289042
2020-01-02 14:30:00,129.31288039,129.86812599,129.35222643,129.39740473,106717.57687055
2020-01-02 15:00:00,129.38004598,129.75140043,129.39740434,129.48436278,67817.34977673
2020-01-02 15:30:00,129.40176924,129.7,129.4315214,129.65035513,62416.7633318
2020-01-02 16:00:00,129.12147759,129.7797471,129.64422832,129.29649992,95953.72532869
2020-01-02 16:30:00,127.08201379,129.52888341,129.34762434,127.6283398,279980.22325967
2020-01-02 17:00:00,126.2924744,127.61955329,127.61955328,126.81504604,551151.55131853
2020-01-02 17:30:00,126.73582216,127.65568818,126.73582217,127.44695694,333590.72743591
