date,low,high,open,close,volume
2020-01-01 00:00:00,41.1797742,41.38553317,41.38553317,41.1797742,215.84517461
2020-01-01 00:30:00,41.1797742,41.1797742,41.1797742,41.1797742,0.0
2020-01-01 01:00:00,41.31023819,41.56276196,41.31023819,41.56276196,667.67498983
2020-01-01 01:30:00,41.54893731,41.6588408,41.63142857,41.58166675,1646.84062382
2020-01-01 02:00:00,41.69305531,41.70000001,41.69305531,41.7,17251.78830887
2020-01-01 02:30:00,41.70000004,41.84285714,41.70000004,41.84285714,540.85533667
2020-01-01 03:00:00,41.63142858,41.73800001,41.738,41.63142939,1305.18633078
2020-01-01 03:30:00,41.5,41.63142865,41.63142858,41.50000006,12137.1098539
2020-01-01 04:00:00,41.45695282,41.52831627,41.50000004,41.52831627,10083.39255012
2020-01-01 04:30:00,41.44259466,41.766316,41.44259471,41.63142857,3298.64994429
2020-01-01 05:00:00,41.57870653,41.60928149,41.60928149,41.57870653,363.23340449
2020-01-01 05:30:00,41.6828306,41.81921804,41.6828306,41.81921665,304.33065149
2020-01-01 06:00:00,41.72322138,41.81054438,41.7813828,41.81054438,14598.1779519
2020-01-01 06:30:00,41.4200003,41.78235299,41.78235299,41.63142853,12256.48979452
2020-01-01 07:00:00,41.60645586,41.60645586,41.60645586,41.60645586,1.24819367
2020-01-01 07:30:00,41.50590205,41.58456402,41.54404618,41.58456361,17083.15869237
2020-01-01 08:00:00,41.45205255,41.59553838,41.58431698,41.46572782,495.52542092
2020-01-01 08:30:00,41.41107793,41.52571427,41.45205434,41.52571396,1155.59251914
2020-01-01 09:00:00,41.52571428,41.63142857,41.52571428,41.63142857,47.54597507
2020-01-01 09:30:00,41.69368213,41.69368213,41.69368213,41.69368213,65.71976151
2020-01-01 10:00:00,41.73712283,41.73714285,41.73712283,41.73714285,82.63950376
2020-01-01 10:30:00,41.68744954,41.77205649,41.68744954,41.77205626,87.08211487
2020-01-01 11:00:00,41.7310756,41.91681916,41.77205649,41.85665943,363.26996149
2020-01-01 11:30:00,41.55463016,41.95324501,41.94857142,41.55463016,2311.67625976
2020-01-01 12:00:00,41.56566259,41.73714285,41.61481332,41.73714285,152.583856
2020-01-01 12:30:00,41.73714285,41.73714285,41.73714285,41.73714285,0.0
2020-01-01 13:00:00,41.73256936,41.73256936,41.73256936,41.73256936,189.40363954
2020-01-01 13:30:00,41.81666624,41.84285714,41.81666624,41.84175396,92.7204012
2020-01-01 14:00:00,41.76827946,41.83920086,41.80113255,41.76827946,290.89129284
2020-01-01 14:30:00,41.76827946,41.76827946,41.76827946,41.76827946,0.0
2020-01-01 15:00:00,41.81680796,41.87970744,41.87970744,41.81680796,200.44376232
2020-01-01 15:30:00,41.84285716,42.0,41.94856397,41.84285716,147.63093015
2020-01-01 16:00:00,41.81155621,42.0,41.99999062,41.81155621,1430.64092107
2020-01-01 16:30:00,41.84687289,42.09958229,41.84687289,42.09958229,2273.50115162
2020-01-01 17:00:00,41.94857142,42.0542855,41.96420398,42.0542855,23.16024174
2020-01-01 17:30:00,41.89663679,41.968823,41.968823,41.89663705,203.73816307
2020-01-01 18:00:00,41.705475,41.84730841,41.84730841,41.705475,4636.28916189
2020-01-01 18:30:00,41.60345241,41.84285714,41.63142857,41.84285714,2665.5108697
2020-01-01 19:00:00,41.71919464,41.79726651,41.78803686,41.72330967,6032.69612578
2020-01-01 19:30:00,41.69324062,41.69324062,41.69324062,41.69324062,49.60220112
2020-01-01 20:00:00,41.56374991,41.66488981,41.63142857,41.60466838,1409.84714782
2020-01-01 20:30:00,41.62573701,41.73714285,41.70076491,41.7071028,138.94637724
2020-01-01 21:00:00,41.65263396,41.73714284,41.73714284,41.66032206,1037.71843506
2020-01-01 21:30:00,41.55617125,41.74414332,41.59506305,41.66633661,1322.30467433
2020-01-01 22:00:00,41.63142857,41.65697041,41.63572828,41.65697041,2808.06795813
2020-01-01 22:30:00,41.37200551,41.56056511,41.52708985,41.5044294,3872.19648846
2020-01-01 23:00:00,41.35833928,41.56864301,41.5044294,41.56864301,915.10513172
2020-01-01 23:30:00,41.49172786,41.64,41.49172786,41.64,394.30022417
2020-01-02 00:00:00,41.59460794,41.59465028,41.59460794,41.59465028,137.79755815
2020-01-02 00:30:00,41.6861599,41.6861599,41.6861599,41.6861599,1.47721452
2020-01-02 01:00:00,41.5656041,41.69885369,41.69885369,41.5656041,11724.10508096
2020-01-02 01:30:00,41.5656041,41.5656041,41.5656041,41.5656041,0.0
2020-01-02 02:00:00,41.387464,41.52571428,41.52571428,41.44280361,2896.48730251
2020-01-02 02:30:00,41.40682675,41.40682675,41.40682675,41.40682675,1.25206335
2020-01-02 03:00:00,41.31428612,41.3293695,41.3293695,41.31428612,212.4799096
2020-01-02 03:30:00,41.20857142,41.31428571,41.31428571,41.20857142,539.25169614
2020-01-02 04:00:00,41.230376,41.35419068,41.230376,41.35419068,3513.4247024
2020-01-02 04:30:00,41.24059506,41.40100178,41.24059506,41.4010015,13.30818428
2020-01-02 05:00:00,41.4010015,41.4010015,41.4010015,41.4010015,0.0
2020-01-02 05:30:00,41.4010015,41.4010015,41.4010015,41.4010015,0.0
2020-01-02 06:00:00,41.35141904,41.36225575,41.35141904,41.36225575,1198.59913558
2020-01-02 06:30:00,41.20857142,41.25164556,41.23966464,41.20857142,44.95476316
2020-01-02 07:00:00,41.20857142,41.30062479,41.30062479,41.20857142,70.10592695
2020-01-02 07:30:00,41.15,41.27830411,41.25789415,41.15,6590.34929569
2020-01-02 08:00:00,41.12839192,41.3295104,41.12839192,41.3295104,12106.45114076
2020-01-02 08:30:00,41.42,41.42,41.42,41.42,1.20118
2020-01-02 09:00:00,41.34423769,41.4299807,41.34423769,41.42579929,5594.7549858
2020-01-02 09:30:00,41.31428571,41.42626066,41.31428571,41.42626066,840.68890648
2020-01-02 10:00:00,41.51542701,41.63142857,41.52248749,41.51542701,14689.49824615
2020-01-02 10:30:00,41.31428575,41.45354951,41.45354951,41.31428575,3169.31300972
2020-01-02 11:00:00,41.42000184,41.57780592,41.4737722,41.42000192,2956.96678215
2020-01-02 11:30:00,41.37385442,41.42,41.42,41.39537508,18.09117786
2020-01-02 12:00:00,41.42000005,41.52571428,41.45422879,41.42000005,119.15455186
2020-01-02 12:30:00,41.34616112,41.42,41.42,41.34616112,332.78297249
2020-01-02 13:00:00,41.26718013,41.45083084,41.44875829,41.26718013,990.70854134
2020-01-02 13:30:00,41.0271237,41.2418138,41.2418138,41.20445052,3652.48686256
2020-01-02 14:00:00,41.04375316,41.2540576,41.20857142,41.10438248,51.0370541
2020-01-02 14:30:00,41.14116035,41.29627772,41.14527488,41.29627772,2254.58717464
2020-01-02 15:00:00,41.10285714,41.1352984,41.1352984,41.10285714,14.75540206
2020-01-02 15:30:00,41.02712469,41.15753315,41.02712469,41.15753315,122.44648851
