Buy and Hold,Strategy,Longs,Sells,Shorts,Covers,Stdev_Strategy,Stdev_Hold,Coin
519.47,42.28,4054,4053,0,0,323.6872014032806,2198.354154543364,TSLA_2020-03-09_2022-01-28_15min_Processed
